Abbreviation,Description,Neutral formula,Charged formula,Charge,Compartment,KEGG ID,PubChem ID,ChEBI ID,InChI string,SMILES
m01688[c],dGTP,C10H16N5O13P3,C10H16N5O13P3,0,c,C00286,,CHEBI:16497,,
m01688[m],dGTP,C10H16N5O13P3,C10H16N5O13P3,0,m,C00286,,CHEBI:16497,,
m01688[n],dGTP,C10H16N5O13P3,C10H16N5O13P3,0,n,C00286,,CHEBI:16497,,
m02046[c],HCO3-,CHO3,CHO3,0,c,C00288,,CHEBI:17544,,
m02046[m],HCO3-,CHO3,CHO3,0,m,C00288,,CHEBI:17544,,
m02046[s],HCO3-,CHO3,CHO3,0,s,C00288,,CHEBI:17544,,
m01341[c],aniline,C6H7N,C6H7N,0,c,C00292,,CHEBI:17296,,
m02170[c],inosine,C10H12N4O5,C10H12N4O5,0,c,C00294,,CHEBI:17596,,
m02170[m],inosine,C10H12N4O5,C10H12N4O5,0,m,C00294,,CHEBI:17596,,
m02170[s],inosine,C10H12N4O5,C10H12N4O5,0,s,C00294,,CHEBI:17596,,
m02659[c],orotate,C5H4N2O4,C5H4N2O4,0,c,C00295,,CHEBI:16742,,
m02659[s],orotate,C5H4N2O4,C5H4N2O4,0,s,C00295,,CHEBI:16742,,
m03123[c],uridine,C9H12N2O6,C9H12N2O6,0,c,C00299,,CHEBI:16704,,
m03123[l],uridine,C9H12N2O6,C9H12N2O6,0,l,C00299,,CHEBI:16704,,
m03123[m],uridine,C9H12N2O6,C9H12N2O6,0,m,C00299,,CHEBI:16704,,
m03123[n],uridine,C9H12N2O6,C9H12N2O6,0,n,C00299,,CHEBI:16704,,
m03123[s],uridine,C9H12N2O6,C9H12N2O6,0,s,C00299,,CHEBI:16704,,
m01619[c],creatine,C4H9N3O2,C4H9N3O2,0,c,C00300,,CHEBI:16919,,
m01619[m],creatine,C4H9N3O2,C4H9N3O2,0,m,C00300,,CHEBI:16919,,
m01619[s],creatine,C4H9N3O2,C4H9N3O2,0,s,C00300,,CHEBI:16919,,
m01288[c],ADP-ribose,C15H23N5O14P2,C15H23N5O14P2,0,c,C00301,,CHEBI:16960,,
m01288[s],ADP-ribose,C15H23N5O14P2,C15H23N5O14P2,0,s,C00301,,CHEBI:16960,,
m02482[c],Mg2+,Mg,Mg,0,c,C00305,,CHEBI:18420,,
m02482[s],Mg2+,Mg,Mg,0,s,C00305,,CHEBI:18420,,
m01425[c],CDP-choline,C14H26N4O11P2,C14H26N4O11P2,0,c,C00307,,CHEBI:16436,,
m01425[r],CDP-choline,C14H26N4O11P2,C14H26N4O11P2,0,r,C00307,,CHEBI:16436,,
m01743[c],D-ribulose,C5H10O5,C5H10O5,0,c,C00309,,CHEBI:17173,,
m01743[s],D-ribulose,C5H10O5,C5H10O5,0,s,C00309,,CHEBI:17173,,
m01759[c],D-xylulose,C5H10O5,C5H10O5,0,c,C00310,,CHEBI:17140,,
m02183[c],isocitrate,C6H8O7,C6H8O7,0,c,C00311,,CHEBI:30887,,
m02183[m],isocitrate,C6H8O7,C6H8O7,0,m,C00311,,CHEBI:30887,,
m02183[p],isocitrate,C6H8O7,C6H8O7,0,p,C00311,,CHEBI:30887,,
m02425[c],L-xylulose,C5H10O5,C5H10O5,0,c,C00312,,CHEBI:17399,,
m02817[c],pyridoxine,C8H11NO3,C8H11NO3,0,c,C00314,,CHEBI:16709,,
m02817[s],pyridoxine,C8H11NO3,C8H11NO3,0,s,C00314,,CHEBI:16709,,
m02923[c],spermidine,C7H19N3,C7H19N3,0,c,C00315,,CHEBI:16610,,
m02923[p],spermidine,C7H19N3,C7H19N3,0,p,C00315,,CHEBI:16610,,
m02923[s],spermidine,C7H19N3,C7H19N3,0,s,C00315,,CHEBI:16610,,
m02348[c],L-carnitine,C7H15NO3,C7H15NO3,0,c,C00318,,CHEBI:16347;CHEBI:3424,,
m02348[m],L-carnitine,C7H15NO3,C7H15NO3,0,m,C00318,,CHEBI:16347;CHEBI:3424,,
m02348[p],L-carnitine,C7H15NO3,C7H15NO3,0,p,C00318,,CHEBI:16347;CHEBI:3424,,
m02348[r],L-carnitine,C7H15NO3,C7H15NO3,0,r,C00318,,CHEBI:16347;CHEBI:3424,,
m02348[s],L-carnitine,C7H15NO3,C7H15NO3,0,s,C00318,,CHEBI:16347;CHEBI:3424,,
m02929[c],sphingosine,C18H37NO2,C18H37NO2,0,c,C00319,,CHEBI:16393,,
m02929[g],sphingosine,C18H37NO2,C18H37NO2,0,g,C00319,,CHEBI:16393,,
m02929[l],sphingosine,C18H37NO2,C18H37NO2,0,l,C00319,,CHEBI:16393,,
m02929[r],sphingosine,C18H37NO2,C18H37NO2,0,r,C00319,,CHEBI:16393,,
m02929[s],sphingosine,C18H37NO2,C18H37NO2,0,s,C00319,,CHEBI:16393,,
m02991[c],thiosulfate,H2S2O3,H2S2O3,0,c,C00320,,CHEBI:16094,,
m02991[m],thiosulfate,H2S2O3,H2S2O3,0,m,C00320,,CHEBI:16094,,
m02991[s],thiosulfate,H2S2O3,H2S2O3,0,s,C00320,,CHEBI:16094,,
m00670[c],2-oxoadipate,C6H8O5,C6H8O5,0,c,C00322,,CHEBI:15753,,
m00670[m],2-oxoadipate,C6H8O5,C6H8O5,0,m,C00322,,CHEBI:15753,,
m01950[c],GDP-L-fucose,C16H25N5O15P2,C16H25N5O15P2,0,c,C00325,,CHEBI:17009,,
m01950[g],GDP-L-fucose,C16H25N5O15P2,C16H25N5O15P2,0,g,C00325,,CHEBI:17009,,
m01588[c],citrulline,C6H13N3O3,C6H13N3O3,0,c,C00327,,CHEBI:16349,,
m01588[g],citrulline,C6H13N3O3,C6H13N3O3,0,g,C00327,,CHEBI:16349,,
m01588[m],citrulline,C6H13N3O3,C6H13N3O3,0,m,C00327,,CHEBI:16349,,
m01588[s],citrulline,C6H13N3O3,C6H13N3O3,0,s,C00327,,CHEBI:16349,,
m02319[c],kynurenine,C10H12N2O3,C10H12N2O3,0,c,C00328,,CHEBI:16946,,
m01962[c],glucosamine,C6H13NO5,C6H13NO5,0,c,C00329,,CHEBI:47977,,
m01962[s],glucosamine,C6H13NO5,C6H13NO5,0,s,C00329,,CHEBI:47977,,
m01669[c],deoxyguanosine,C10H13N5O4,C10H13N5O4,0,c,C00330,,CHEBI:17172,,
m01669[l],deoxyguanosine,C10H13N5O4,C10H13N5O4,0,l,C00330,,CHEBI:17172,,
m01669[m],deoxyguanosine,C10H13N5O4,C10H13N5O4,0,m,C00330,,CHEBI:17172,,
m01669[s],deoxyguanosine,C10H13N5O4,C10H13N5O4,0,s,C00330,,CHEBI:17172,,
m01255[c],acetoacetyl-CoA,C25H40N7O18P3S,C25H40N7O18P3S,0,c,C00332,,CHEBI:15345,,
m01255[m],acetoacetyl-CoA,C25H40N7O18P3S,C25H40N7O18P3S,0,m,C00332,,CHEBI:15345,,
m01255[p],acetoacetyl-CoA,C25H40N7O18P3S,C25H40N7O18P3S,0,p,C00332,,CHEBI:15345,,
m00970[c],4-aminobutyrate,C4H9NO2,C4H9NO2,0,c,C00334,,CHEBI:16865,,
m00970[l],4-aminobutyrate,C4H9NO2,C4H9NO2,0,l,C00334,,CHEBI:16865,,
m00970[m],4-aminobutyrate,C4H9NO2,C4H9NO2,0,m,C00334,,CHEBI:16865,,
m00970[s],4-aminobutyrate,C4H9NO2,C4H9NO2,0,s,C00334,,CHEBI:16865,,
m00180[c],(S)-dihydroorotate,C5H6N2O4,C5H6N2O4,0,c,C00337,,CHEBI:17025,,
m01953[c],geranyl-PP,C10H20O7P2,C10H20O7P2,0,c,C00341,,CHEBI:17211,,
m02487[c],mitothioredoxin,C10H14N4O4S2R4,C10H14N4O4S2R4,0,c,C00342,,CHEBI:15967,,
m02487[m],mitothioredoxin,C10H14N4O4S2R4,C10H14N4O4S2R4,0,m,C00342,,CHEBI:15967,,
m02990[c],thioredoxin,C6H9NO2S2R2,C6H9NO2S2R2,0,c,C00342,,CHEBI:15967,,
m02990[m],thioredoxin,C6H9NO2S2R2,C6H9NO2S2R2,0,m,C00342,,CHEBI:15967,,
m02990[n],thioredoxin,C6H9NO2S2R2,C6H9NO2S2R2,0,n,C00342,,CHEBI:15967,,
m02486[m],mitooxidized thioredoxin,C10H12N4O4S2R4,C10H12N4O4S2R4,0,m,C00343,,CHEBI:18191,,
m02666[c],oxidized thioredoxin,C6H7NO2S2R2,C6H7NO2S2R2,0,c,C00343,,CHEBI:18191,,
m02666[m],oxidized thioredoxin,C6H7NO2S2R2,C6H7NO2S2R2,0,m,C00343,,CHEBI:18191,,
m02666[n],oxidized thioredoxin,C6H7NO2S2R2,C6H7NO2S2R2,0,n,C00343,,CHEBI:18191,,
m01169[c],6-phospho-D-gluconate,C6H13O10P,C6H13O10P,0,c,C00345,,CHEBI:48928;CHEBI:16863,,
m01169[r],6-phospho-D-gluconate,C6H13O10P,C6H13O10P,0,r,C00345,,CHEBI:48928;CHEBI:16863,,
m01798[c],ethanolamine-phosphate,C2H8NO4P,C2H8NO4P,0,c,C00346,,CHEBI:17553,,
m01798[r],ethanolamine-phosphate,C2H8NO4P,C2H8NO4P,0,r,C00346,,CHEBI:17553,,
m00661[c],2-methyl-3-oxopropanoate,C4H6O3,C4H6O3,0,c,C00349,,CHEBI:16256,,
m00661[m],2-methyl-3-oxopropanoate,C4H6O3,C4H6O3,0,m,C00349,,CHEBI:16256,,
m02685[c],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,c,C00350,,CHEBI:16038,,
m02685[g],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,g,C00350,,CHEBI:16038,,
m02685[l],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,l,C00350,,CHEBI:16038,,
m02685[m],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,m,C00350,,CHEBI:16038,,
m02685[r],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,r,C00350,,CHEBI:16038,,
m02685[s],PE-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,s,C00350,,CHEBI:16038,,
m02697[c],PE-PS-LD pool,C7H12NO8PR2,C7H12NO8PR2,0,c,C00350,,,,
m01963[c],glucosamine-6-phosphate,C6H14NO8P,C6H14NO8P,0,c,C00352,,CHEBI:15873,,
m01841[c],"fructose-1,6-bisphosphate",C6H14O12P2,C6H14O12P2,0,c,C00354,,CHEBI:16905,,
m02354[c],L-dopa,C9H11NO4,C9H11NO4,0,c,C00355,,CHEBI:15765,,
m02354[s],L-dopa,C9H11NO4,C9H11NO4,0,s,C00355,,CHEBI:15765,,
m02131[c],HMG-CoA,C27H44N7O20P3S,C27H44N7O20P3S,0,c,C00356,,CHEBI:15467,,
m02131[m],HMG-CoA,C27H44N7O20P3S,C27H44N7O20P3S,0,m,C00356,,CHEBI:15467,,
m02131[p],HMG-CoA,C27H44N7O20P3S,C27H44N7O20P3S,0,p,C00356,,CHEBI:15467,,
m02529[c],N-acetylglucosamine-6-phosphate,C8H16NO9P,C8H16NO9P,0,c,C00357,,CHEBI:15784,,
m01639[c],dAMP,C10H14N5O6P,C10H14N5O6P,0,c,C00360,,CHEBI:17713,,
m01639[l],dAMP,C10H14N5O6P,C10H14N5O6P,0,l,C00360,,CHEBI:17713,,
m01680[c],dGDP,C10H15N5O10P2,C10H15N5O10P2,0,c,C00361,,CHEBI:28862,,
m01680[m],dGDP,C10H15N5O10P2,C10H15N5O10P2,0,m,C00361,,CHEBI:28862,,
m01680[n],dGDP,C10H15N5O10P2,C10H15N5O10P2,0,n,C00361,,CHEBI:28862,,
m01686[c],dGMP,C10H14N5O7P,C10H14N5O7P,0,c,C00362,,CHEBI:16192,,
m01686[l],dGMP,C10H14N5O7P,C10H14N5O7P,0,l,C00362,,CHEBI:16192,,
m01686[m],dGMP,C10H14N5O7P,C10H14N5O7P,0,m,C00362,,CHEBI:16192,,
m01747[c],dTDP,C10H16N2O11P2,C10H16N2O11P2,0,c,C00363,,CHEBI:18075,,
m01747[m],dTDP,C10H16N2O11P2,C10H16N2O11P2,0,m,C00363,,CHEBI:18075,,
m01747[n],dTDP,C10H16N2O11P2,C10H16N2O11P2,0,n,C00363,,CHEBI:18075,,
m01752[c],dTMP,C10H15N2O8P,C10H15N2O8P,0,c,C00364,,CHEBI:17013;CHEBI:26999,,
m01752[l],dTMP,C10H15N2O8P,C10H15N2O8P,0,l,C00364,,CHEBI:17013;CHEBI:26999,,
m01752[m],dTMP,C10H15N2O8P,C10H15N2O8P,0,m,C00364,,CHEBI:17013;CHEBI:26999,,
m01752[n],dTMP,C10H15N2O8P,C10H15N2O8P,0,n,C00364,,CHEBI:17013;CHEBI:26999,,
m01755[c],dUMP,C9H13N2O8P,C9H13N2O8P,0,c,C00365,,CHEBI:17622,,
m01755[m],dUMP,C9H13N2O8P,C9H13N2O8P,0,m,C00365,,CHEBI:17622,,
m01755[n],dUMP,C9H13N2O8P,C9H13N2O8P,0,n,C00365,,CHEBI:17622,,
m03120[c],urate,C5H4N4O3,C5H4N4O3,0,c,C00366,,CHEBI:17775,,
m03120[p],urate,C5H4N4O3,C5H4N4O3,0,p,C00366,,CHEBI:17775,,
m03120[s],urate,C5H4N4O3,C5H4N4O3,0,s,C00366,,CHEBI:17775,,
m02832[c],retinal,C20H28O,C20H28O,0,c,C00376,,CHEBI:17898,,
m02832[r],retinal,C20H28O,C20H28O,0,r,C00376,,CHEBI:17898,,
m02982[c],thiamin,C12H17N4OS,C12H17N4OS,0,c,C00378,,CHEBI:18385,,
m02982[s],thiamin,C12H17N4OS,C12H17N4OS,0,s,C00378,,CHEBI:18385,,
m03155[c],xylitol,C5H12O5,C5H12O5,0,c,C00379,,CHEBI:17151,,
m03155[s],xylitol,C5H12O5,C5H12O5,0,s,C00379,,CHEBI:17151,,
m01632[c],cytosine,C4H5N3O,C4H5N3O,0,c,C00380,,CHEBI:16040,,
m01632[s],cytosine,C4H5N3O,C4H5N3O,0,s,C00380,,CHEBI:16040,,
m01730[c],dolichol,C20H36O(C5H8)n,C20H36O(C5H8)n,0,c,C00381,,CHEBI:16091,,
m01730[r],dolichol,C20H36O(C5H8)n,C20H36O(C5H8)n,0,r,C00381,,CHEBI:16091,,
m01730[s],dolichol,C20H36O(C5H8)n,C20H36O(C5H8)n,0,s,C00381,,CHEBI:16091,,
m02440[c],malonate,C3H4O4,C3H4O4,0,c,C00383,,CHEBI:30794,,
m02440[m],malonate,C3H4O4,C3H4O4,0,m,C00383,,CHEBI:30794,,
m02440[s],malonate,C3H4O4,C3H4O4,0,s,C00383,,CHEBI:30794,,
m03148[c],xanthine,C5H4N4O2,C5H4N4O2,0,c,C00385,,CHEBI:17712,,
m03148[p],xanthine,C5H4N4O2,C5H4N4O2,0,p,C00385,,CHEBI:17712,,
m01423[c],carnosine,C9H14N4O3,C9H14N4O3,0,c,C00386,,CHEBI:15727,,
m02038[c],guanosine,C10H13N5O5,C10H13N5O5,0,c,C00387,,CHEBI:16750,,
m02038[l],guanosine,C10H13N5O5,C10H13N5O5,0,l,C00387,,CHEBI:16750,,
m02038[m],guanosine,C10H13N5O5,C10H13N5O5,0,m,C00387,,CHEBI:16750,,
m02038[s],guanosine,C10H13N5O5,C10H13N5O5,0,s,C00387,,CHEBI:16750,,
m02124[c],histamine,C5H9N3,C5H9N3,0,c,C00388,,CHEBI:18295,,
m02124[s],histamine,C5H9N3,C5H9N3,0,s,C00388,,CHEBI:18295,,
m03102[m],ubiquinol,C59H92O4,C59H92O4,0,m,C00390,,CHEBI:17976,,
m01827[c],fibrinogen,,,0,c,C00393,,,,
m01827[l],fibrinogen,,,0,l,C00393,,,,
m01827[s],fibrinogen,,,0,s,C00393,,,,
m03088[c],tryptamine,C10H12N2,C10H12N2,0,c,C00398,,CHEBI:16765,,
m03103[m],ubiquinone,C59H90O4,C59H90O4,0,m,C00399,,CHEBI:16389,,
m01641[c],D-aspartate,C4H7NO4,C4H7NO4,0,c,C00402,,CHEBI:17364,,
m01641[p],D-aspartate,C4H7NO4,C4H7NO4,0,p,C00402,,CHEBI:17364,,
m01641[s],D-aspartate,C4H7NO4,C4H7NO4,0,s,C00402,,CHEBI:17364,,
m02184[c],isoleucine,C6H13NO2,C6H13NO2,0,c,C00407,,CHEBI:17191,,
m02184[l],isoleucine,C6H13NO2,C6H13NO2,0,l,C00407,,CHEBI:17191,,
m02184[m],isoleucine,C6H13NO2,C6H13NO2,0,m,C00407,,CHEBI:17191,,
m02184[s],isoleucine,C6H13NO2,C6H13NO2,0,s,C00407,,CHEBI:17191,,
m02413[p],L-pipecolate,C6H11NO2,C6H11NO2,0,p,C00408,,CHEBI:30633,,
m02760[c],"pregn-5-ene-3,20-dione",C21H30O2,C21H30O2,0,c,C00410,,,,
m02769[c],progesterone,C21H30O2,C21H30O2,0,c,C00410,,,,
m02769[r],progesterone,C21H30O2,C21H30O2,0,r,C00410,,,,
m02769[s],progesterone,C21H30O2,C21H30O2,0,s,C00410,,,,
m02941[c],stearoyl-CoA,C39H70N7O17P3S,C39H70N7O17P3S,0,c,C00412,,CHEBI:15541,,
m02941[m],stearoyl-CoA,C39H70N7O17P3S,C39H70N7O17P3S,0,m,C00412,,CHEBI:15541,,
m02941[p],stearoyl-CoA,C39H70N7O17P3S,C39H70N7O17P3S,0,p,C00412,,CHEBI:15541,,
m02941[r],stearoyl-CoA,C39H70N7O17P3S,C39H70N7O17P3S,0,r,C00412,,CHEBI:15541,,
m01700[c],dihydrofolate,C19H21N7O6,C19H21N7O6,0,c,C00415,,CHEBI:15633,,
m01700[l],dihydrofolate,C19H21N7O6,C19H21N7O6,0,l,C00415,,CHEBI:15633,,
m01700[m],dihydrofolate,C19H21N7O6,C19H21N7O6,0,m,C00415,,CHEBI:15633,,
m01700[s],dihydrofolate,C19H21N7O6,C19H21N7O6,0,s,C00415,,CHEBI:15633,,
m02726[c],phosphatidate-bile-PC pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02727[m],phosphatidate-CL pool,C5H7O8PR2,C5H7O8PR2,0,m,C00416,,CHEBI:16337,,
m02728[c],phosphatidate-LD-PC pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02728[g],phosphatidate-LD-PC pool,C5H7O8PR2,C5H7O8PR2,0,g,C00416,,CHEBI:16337,,
m02728[r],phosphatidate-LD-PC pool,C5H7O8PR2,C5H7O8PR2,0,r,C00416,,CHEBI:16337,,
m02729[c],phosphatidate-LD-PE pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02730[c],phosphatidate-LD-PI pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02731[c],phosphatidate-LD-PS pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02732[c],phosphatidate-LD-SM pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02733[c],phosphatidate-LD-TAG pool,C5H7O8PR2,C5H7O8PR2,0,c,C00416,,CHEBI:16337,,
m02733[r],phosphatidate-LD-TAG pool,C5H7O8PR2,C5H7O8PR2,0,r,C00416,,CHEBI:16337,,
m01580[c],cis-aconitate,C6H6O6,C6H6O6,0,c,C00417,,CHEBI:32805,,
m01580[m],cis-aconitate,C6H6O6,C6H6O6,0,m,C00417,,CHEBI:32805,,
m00167[c],(R)-mevalonate,C6H12O4,C6H12O4,0,c,C00418,,CHEBI:17710;CHEBI:28880,,
m00167[p],(R)-mevalonate,C6H12O4,C6H12O4,0,p,C00418,,CHEBI:17710;CHEBI:28880,,
m02755[c],polynucleotide,C10H17O10PR2(C5H8O6PR)n,C10H17O10PR2(C5H8O6PR)n,0,c,C00419,,CHEBI:15986,,
m02956[s],TAG-chylomicron pool,C6H5O6R3,C6H5O6R3,0,s,C00422,,CHEBI:17855,,
m02957[s],TAG-extraction,C6H5O6R3,C6H5O6R3,0,s,C00422,,CHEBI:17855,,
m02958[c],TAG-LD pool,C6H5O6R3,C6H5O6R3,0,c,C00422,,CHEBI:17855,,
m02958[l],TAG-LD pool,C6H5O6R3,C6H5O6R3,0,l,C00422,,CHEBI:17855,,
m02958[r],TAG-LD pool,C6H5O6R3,C6H5O6R3,0,r,C00422,,CHEBI:17855,,
m02959[s],TAG-VLDL pool,C6H5O6R3,C6H5O6R3,0,s,C00422,,CHEBI:17855,,
m02794[c],prostaglandin H2,C20H32O5,C20H32O5,0,c,C00427,,CHEBI:15554,,
m02794[r],prostaglandin H2,C20H32O5,C20H32O5,0,r,C00427,,CHEBI:15554,,
m02794[s],prostaglandin H2,C20H32O5,C20H32O5,0,s,C00427,,CHEBI:15554,,
m01052[c],"5,6-Dihydrouracil",C4H6N2O2,C4H6N2O2,0,c,C00429,,CHEBI:15901,,
m01074[c],5-aminolevulinate,C5H9NO3,C5H9NO3,0,c,C00430,,CHEBI:17549,,
m01074[m],5-aminolevulinate,C5H9NO3,C5H9NO3,0,m,C00430,,CHEBI:17549,,
m02546[c],N-acetylornithine,C7H14N2O3,C7H14N2O3,0,c,C00437,,CHEBI:16543,,
m02559[c],N-carbamoyl-L-aspartate,C5H8N2O5,C5H8N2O5,0,c,C00438,,CHEBI:15859,,
m02574[c],N-formimino-L-glutamate,C6H10N2O4,C6H10N2O4,0,c,C00439,,CHEBI:7274,,
m01115[c],5-methyl-THF,C20H25N7O6,C20H25N7O6,0,c,C00440,,CHEBI:15641,,
m01115[s],5-methyl-THF,C20H25N7O6,C20H25N7O6,0,s,C00440,,CHEBI:15641,,
m01044[c],"5,10-methenyl-THF",C20H22N7O6,C20H22N7O6,0,c,C00445,,CHEBI:15638,,
m01044[m],"5,10-methenyl-THF",C20H22N7O6,C20H22N7O6,0,m,C00445,,CHEBI:15638,,
m01322[c],alpha-D-galactose-1-phosphate,C6H13O9P,C6H13O9P,0,c,C00446,,CHEBI:17973,,
m02883[c],"sedoheptulose-1,7-bisphosphate",C7H16O13P2,C7H16O13P2,0,c,C00447,,CHEBI:17969,,
m01806[c],farnesyl-PP,C15H28O7P2,C15H28O7P2,0,c,C00448,,CHEBI:17407,,
m02868[m],saccharopine,C11H20N2O6,C11H20N2O6,0,m,C00449,,CHEBI:16927,,
m00556[c],1-piperideine-6-carboxylate,C6H9NO2,C6H9NO2,0,c,C00450,,CHEBI:16987,,
m00556[p],1-piperideine-6-carboxylate,C6H9NO2,C6H9NO2,0,p,C00450,,CHEBI:16987,,
m02581[c],nicotinamide D-ribonucleotide,C11H15N2O8P,C11H15N2O8P,0,c,C00455,,CHEBI:16171,,
m02581[m],nicotinamide D-ribonucleotide,C11H15N2O8P,C11H15N2O8P,0,m,C00455,,CHEBI:16171,,
m02581[n],nicotinamide D-ribonucleotide,C11H15N2O8P,C11H15N2O8P,0,n,C00455,,CHEBI:16171,,
m01645[c],dCTP,C9H16N3O13P3,C9H16N3O13P3,0,c,C00458,,CHEBI:16311,,
m01645[m],dCTP,C9H16N3O13P3,C9H16N3O13P3,0,m,C00458,,CHEBI:16311,,
m01645[n],dCTP,C9H16N3O13P3,C9H16N3O13P3,0,n,C00458,,CHEBI:16311,,
m01753[c],dTTP,C10H17N2O14P3,C10H17N2O14P3,0,c,C00459,,CHEBI:18077;CHEBI:37568,,
m01753[m],dTTP,C10H17N2O14P3,C10H17N2O14P3,0,m,C00459,,CHEBI:18077;CHEBI:37568,,
m01753[n],dTTP,C10H17N2O14P3,C10H17N2O14P3,0,n,C00459,,CHEBI:18077;CHEBI:37568,,
m01756[c],dUTP,C9H15N2O14P3,C9H15N2O14P3,0,c,C00460,,CHEBI:17625,,
m01756[m],dUTP,C9H15N2O14P3,C9H15N2O14P3,0,m,C00460,,CHEBI:17625,,
m01756[n],dUTP,C9H15N2O14P3,C9H15N2O14P3,0,n,C00460,,CHEBI:17625,,
m01436[c],chitin(n-1),(C8H13NO5)n,(C8H13NO5)n,0,c,C00461,,CHEBI:17029,,
m01437[c],chitin,(C8H13NO5)n,(C8H13NO5)n,0,c,C00461,,CHEBI:17029,,
m01438[c],chitin-component,C8H13NO5,C8H13NO5,0,c,C00461,,,,
m01438[s],chitin-component,C8H13NO5,C8H13NO5,0,s,C00461,,,,
m01790[c],estrone,C18H22O2,C18H22O2,0,c,C00468,,CHEBI:17263,,
m01790[l],estrone,C18H22O2,C18H22O2,0,l,C00468,,CHEBI:17263,,
m01790[r],estrone,C18H22O2,C18H22O2,0,r,C00468,,CHEBI:17263,,
m01796[c],ethanol,C2H6O,C2H6O,0,c,C00469,,CHEBI:16236,,
m01796[p],ethanol,C2H6O,C2H6O,0,p,C00469,,CHEBI:16236,,
m01796[s],ethanol,C2H6O,C2H6O,0,s,C00469,,CHEBI:16236,,
m02834[c],retinol,C20H30O,C20H30O,0,c,C00473,,,,
m02834[r],retinol,C20H30O,C20H30O,0,r,C00473,,,,
m02834[s],retinol,C20H30O,C20H30O,0,s,C00473,,,,
m02841[c],ribitol,C5H12O5,C5H12O5,0,c,C00474,,CHEBI:15963,,
m02841[s],ribitol,C5H12O5,C5H12O5,0,s,C00474,,CHEBI:15963,,
m01630[c],cytidine,C9H13N3O5,C9H13N3O5,0,c,C00475,,CHEBI:17562,,
m01630[l],cytidine,C9H13N3O5,C9H13N3O5,0,l,C00475,,CHEBI:17562,,
m01630[m],cytidine,C9H13N3O5,C9H13N3O5,0,m,C00475,,CHEBI:17562,,
m01630[n],cytidine,C9H13N3O5,C9H13N3O5,0,n,C00475,,CHEBI:17562,,
m01630[s],cytidine,C9H13N3O5,C9H13N3O5,0,s,C00475,,CHEBI:17562,,
m03099[c],tyramine,C8H11NO,C8H11NO,0,c,C00483,,CHEBI:15760,,
m01396[c],bilirubin,C33H36N4O6,C33H36N4O6,0,c,C00486,,CHEBI:16990,,
m01396[r],bilirubin,C33H36N4O6,C33H36N4O6,0,r,C00486,,CHEBI:16990,,
m01396[s],bilirubin,C33H36N4O6,C33H36N4O6,0,s,C00486,,CHEBI:16990,,
m02191[c],itaconate,C5H6O4,C5H6O4,0,c,C00490,,CHEBI:17240,,
m02191[m],itaconate,C5H6O4,C5H6O4,0,m,C00490,,CHEBI:17240,,
m02191[s],itaconate,C5H6O4,C5H6O4,0,s,C00490,,CHEBI:17240,,
m01629[c],cystine,C6H12N2O4S2,C6H12N2O4S2,0,c,C00491,,CHEBI:16283,,
m01629[s],cystine,C6H12N2O4S2,C6H12N2O4S2,0,s,C00491,,CHEBI:16283,,
m03105[c],ubiquitin,,,0,c,C00496,,,,
m01286[c],ADP-glucose,C16H25N5O15P2,C16H25N5O15P2,0,c,C00498,,CHEBI:15751,,
m01286[s],ADP-glucose,C16H25N5O15P2,C16H25N5O15P2,0,s,C00498,,CHEBI:15751,,
m01312[c],allantoate,C4H8N4O4,C4H8N4O4,0,c,C00499,,CHEBI:30837,,
m01399[c],biliverdin,C33H34N4O6,C33H34N4O6,0,c,C00500,,CHEBI:17033,,
m01830[c],folate,C19H19N7O6,C19H19N7O6,0,c,C00504,,CHEBI:27470,,
m01830[m],folate,C19H19N7O6,C19H19N7O6,0,m,C00504,,CHEBI:27470,,
m01830[s],folate,C19H19N7O6,C19H19N7O6,0,s,C00504,,CHEBI:27470,,
m02350[c],L-cysteate,C3H7NO5S,C3H7NO5S,0,c,C00506,,CHEBI:17285,,
m02350[m],L-cysteate,C3H7NO5S,C3H7NO5S,0,m,C00506,,CHEBI:17285,,
m02647[c],oleoyl-CoA,C39H68N7O17P3S,C39H68N7O17P3S,0,c,C00510,,CHEBI:15534,,
m02647[m],oleoyl-CoA,C39H68N7O17P3S,C39H68N7O17P3S,0,m,C00510,,CHEBI:15534,,
m02647[p],oleoyl-CoA,C39H68N7O17P3S,C39H68N7O17P3S,0,p,C00510,,CHEBI:15534,,
